,A,B,C,D,E,F,G,H,I,J
2287,341.9,1169.51,177.0,267.07,35.53,97.33,138.48,204.21,91.14,23.75
2288,325.84,1119.68,175.88,250.46,35.12,90.81,128.82,200.35,87.31,23.72
2289,324.42,1115.11,174.4,248.31,35.06,89.96,127.74,200.95,86.44,22.56
2290,326.5,1104.78,174.0,252.8,35.43,90.66,129.63,206.89,84.18,22.92
2291,321.93,1103.83,174.56,249.72,36.24,89.61,127.83,214.54,85.76,23.43
2292,314.97,1074.85,172.62,247.78,36.92,88.85,126.66,219.23,84.38,23.86
2293,307.88,1083.59,172.55,244.81,36.46,86.65,125.29,225.57,84.18,24.14
2294,301.74,1065.73,171.33,241.26,35.17,83.62,120.68,230.72,84.18,24.58
2295,311.62,1082.34,164.83,248.3,33.89,87.91,126.67,228.42,84.22,23.38
2296,312.52,1101.98,167.31,246.96,33.76,86.05,125.59,231.81,85.74,23.57
2297,311.93,1120.31,168.78,246.92,33.72,85.3,125.48,237.64,86.7,23.84
2298,311.25,1115.95,171.33,245.85,33.44,86.58,124.38,236.22,86.69,23.9
2299,294.82,1097.51,174.18,237.51,33.93,81.15,118.67,230.4,85.63,23.94
2300,292.6,1120.62,171.09,237.45,33.87,81.95,119.35,235.39,85.53,23.77
2301,286.26,1144.51,176.07,236.0,33.57,80.08,119.25,240.27,86.76,23.82
2302,290.21,1111.59,168.76,238.57,33.09,82.25,121.34,234.57,86.78,23.31
2303,291.46,1111.23,167.73,238.99,33.26,84.61,122.16,225.8,87.23,23.17
2304,292.21,1107.22,169.64,237.44,32.81,84.11,120.96,231.17,86.42,23.74
2305,289.69,1120.06,173.59,232.67,32.97,82.04,119.74,234.07,86.83,23.46
2306,290.99,1104.07,172.74,235.31,33.1,81.37,120.98,236.5,87.26,24.26
2307,291.17,1103.98,174.28,235.36,32.35,82.53,121.85,235.22,87.06,24.07
2308,286.68,1107.02,173.57,234.04,32.89,80.11,121.36,226.23,86.5,24.19
2309,285.0,1119.6,176.67,234.5,32.67,79.91,122.01,235.18,89.44,24.22
2310,283.96,1134.15,173.46,235.34,31.19,78.38,120.81,233.01,90.24,22.67
2311,287.5,1138.84,172.27,240.23,30.96,78.14,122.65,239.24,91.39,23.04
2312,290.28,1131.11,169.27,245.36,31.3,80.72,124.53,243.6,90.6,23.22
2313,292.35,1139.07,169.3,246.46,30.9,81.49,123.95,235.19,92.49,23.21
2314,290.47,1138.31,170.52,247.17,31.04,81.21,122.6,229.27,92.41,23.33
2315,289.22,1153.52,169.52,247.51,31.15,81.0,121.84,236.88,92.57,23.38
2316,294.17,1175.42,166.73,253.33,30.54,83.93,125.61,242.43,94.12,22.46
2317,290.71,1175.18,164.25,253.54,30.11,84.47,126.14,243.55,93.19,22.61
2318,295.12,1205.2,163.12,254.44,30.34,83.03,125.03,251.14,95.6,21.97
2319,292.87,1201.53,162.33,254.02,31.37,80.87,125.4,257.83,94.87,22.94
2320,285.8,1178.43,161.75,247.99,31.54,76.2,120.19,241.25,93.23,22.78
2321,283.69,1203.71,162.66,251.48,31.66,73.55,119.71,245.47,95.05,22.95
2322,288.92,1197.72,158.93,253.6,31.46,74.92,121.38,252.33,94.46,22.52
2323,290.69,1174.12,158.82,250.61,31.21,75.04,120.16,242.95,94.74,21.62
2324,275.04,1166.07,161.63,232.27,31.55,67.16,111.27,238.21,94.12,21.55
2325,275.69,1166.46,161.14,226.98,32.05,65.8,110.35,244.63,93.8,21.99
2326,283.62,1171.19,160.65,233.89,30.92,69.38,113.33,232.24,94.14,21.6
2327,283.57,1173.07,160.84,236.07,30.79,68.47,114.17,218.58,92.25,21.34
2328,279.22,1168.66,158.92,231.33,31.01,66.25,111.58,227.06,91.89,21.47
2329,275.5,1166.51,157.22,234.08,31.18,67.89,110.79,224.68,91.92,21.31
2330,278.4,1169.03,153.85,236.26,31.02,67.96,111.42,226.08,92.6,20.69
2331,279.19,1165.3,156.46,236.49,30.84,68.91,112.23,234.09,93.71,21.15
2332,275.84,1142.8,156.94,231.48,31.18,68.05,111.48,232.0,93.23,22.09
2333,271.63,1145.59,156.94,231.34,31.06,67.88,109.83,236.12,92.82,22.07
2334,267.4,1122.07,160.32,227.55,32.02,66.38,106.2,238.65,89.9,22.37
2335,268.97,1112.66,162.97,223.33,33.34,67.95,106.32,244.7,88.07,23.51
2336,271.16,1116.43,163.0,220.86,34.43,68.25,107.25,251.54,88.99,24.32
2337,260.01,1094.23,163.16,212.57,33.83,63.17,101.34,250.59,88.76,23.82
2338,261.28,1084.65,165.56,211.61,34.07,62.41,99.78,253.37,88.79,23.99
2339,257.88,1076.13,162.99,208.1,34.39,60.39,97.84,236.63,87.99,23.94
2340,263.91,1045.43,163.34,210.6,34.32,62.45,99.85,240.75,88.1,23.51
2341,266.55,1054.77,162.55,210.19,35.09,63.02,100.5,231.76,87.68,23.83
2342,268.03,1069.22,163.91,211.9,35.97,62.79,100.28,234.64,87.75,24.34
2343,266.67,1069.65,165.29,212.31,36.62,63.49,99.52,240.93,87.58,24.99
2344,259.89,1049.03,164.73,202.37,37.38,60.35,94.42,249.36,87.74,25.21
2345,257.0,1056.35,167.19,199.67,37.81,57.71,93.6,258.93,87.31,25.22
2346,250.22,1045.33,168.77,195.89,38.86,55.69,91.53,255.05,86.96,25.72
2347,249.15,1044.5,166.08,195.35,38.8,54.98,91.63,254.51,87.13,25.87
2348,248.37,1050.0,170.04,190.75,40.22,55.31,91.47,254.68,87.43,26.75
2349,254.43,1069.64,167.11,197.7,40.58,57.81,95.21,250.41,86.95,27.77
2350,251.17,1069.74,165.13,194.93,39.99,56.7,93.65,250.83,86.77,27.24
2351,244.89,1053.17,168.3,193.76,40.83,55.31,91.69,241.38,85.96,26.94
2352,244.44,1055.43,166.87,195.03,40.93,53.98,91.32,239.55,85.71,26.76
2353,247.63,1072.21,168.5,194.93,41.27,55.0,92.43,248.11,87.2,27.43
2354,251.88,1075.21,169.2,200.32,40.61,56.55,96.37,249.0,86.87,27.03
2355,253.42,1072.39,166.06,198.43,40.12,55.46,95.03,253.3,88.74,26.87
2356,246.54,1060.0,166.56,191.35,39.83,54.19,91.25,248.96,88.86,27.9
2357,243.96,1079.46,168.26,190.67,39.23,53.73,92.13,258.81,89.19,28.06
2358,243.42,1082.16,169.61,194.02,39.36,55.59,94.13,262.68,91.14,29.11
2359,253.59,1118.55,171.93,205.11,38.87,59.03,99.61,268.2,93.38,29.04
2360,255.15,1109.17,176.28,204.13,39.39,58.61,98.83,275.76,95.73,29.8
2361,254.59,1123.83,177.08,205.43,39.23,59.02,100.13,254.59,94.84,30.15
2362,270.07,1138.61,178.29,215.32,39.43,64.22,106.74,238.49,96.28,30.53
2363,270.1,1136.19,177.39,215.18,38.65,64.21,106.96,239.86,96.18,30.34
2364,270.58,1125.62,179.12,214.22,39.1,62.88,105.89,241.62,92.23,30.91
2365,266.87,1124.8,179.01,213.32,39.25,62.61,105.64,237.1,92.75,30.72
2366,256.59,1122.07,178.48,205.91,38.8,61.08,101.92,242.61,91.6,30.3
2367,254.34,1109.04,183.57,206.83,40.22,61.62,101.49,243.95,90.04,31.12
2368,264.26,1098.98,177.51,215.61,40.72,66.35,106.31,249.41,88.68,30.59
2369,265.59,1090.17,176.46,215.2,41.26,68.0,107.03,255.5,85.95,30.55
2370,262.21,1093.15,178.18,213.55,41.92,65.99,104.56,262.42,86.97,30.99
2371,263.45,1114.16,176.0,212.76,42.0,66.37,105.24,256.54,88.57,30.81
2372,266.43,1120.59,175.74,210.3,41.73,65.27,106.25,254.76,89.95,30.42
2373,265.74,1142.79,180.66,207.56,41.84,64.39,103.73,256.44,90.2,29.42
2374,265.12,1159.83,183.93,209.23,42.02,64.68,103.05,265.42,88.89,30.64
2375,264.82,1141.02,182.09,212.47,41.9,65.49,104.05,271.02,86.66,30.49
2376,262.05,1144.0,180.17,209.86,41.64,64.42,104.16,280.56,87.41,30.55
2377,261.05,1151.88,179.21,211.79,41.94,64.12,104.53,289.08,87.19,29.6
2378,260.91,1169.88,178.8,212.91,42.22,63.84,104.11,298.73,87.94,28.68
2379,264.61,1187.5,180.93,214.21,41.42,63.19,104.66,306.41,88.84,28.35
2380,266.91,1178.51,176.83,215.61,42.18,64.49,106.38,313.98,88.26,29.04
2381,269.33,1162.58,175.77,221.63,42.47,66.31,109.72,315.83,88.27,28.97
2382,273.1,1173.2,175.21,224.88,43.19,68.94,112.6,311.09,86.41,28.9
2383,260.29,1136.3,177.23,212.9,44.4,65.4,106.67,320.15,86.08,29.47
2384,260.2,1143.46,178.93,215.43,43.64,63.43,106.7,332.68,84.93,29.16
2385,261.68,1107.51,176.69,216.81,44.51,64.91,107.05,339.4,84.13,29.96
2386,264.24,1094.53,173.93,220.77,44.65,66.37,108.06,332.96,84.43,30.22
2387,263.04,1110.52,175.24,219.38,44.44,66.92,108.38,328.69,83.88,30.93
2388,262.82,1133.89,176.28,219.65,44.97,68.03,108.6,317.94,84.47,30.88
2389,268.03,1151.11,177.38,218.03,44.57,67.48,107.88,327.44,84.93,31.04
2390,267.76,1151.82,176.53,219.45,45.94,67.81,108.9,316.29,86.5,30.46
2391,272.87,1162.87,175.38,225.29,44.78,69.43,111.88,328.21,87.71,29.76
2392,268.5,1163.36,172.73,219.85,44.1,69.99,110.51,321.77,85.89,29.3
2393,267.3,1140.06,175.48,215.87,45.8,69.68,110.34,328.19,84.43,30.87
2394,265.75,1126.87,176.08,214.01,45.58,68.04,109.7,330.16,83.32,30.83
2395,266.53,1145.46,176.81,213.48,46.81,68.18,109.9,313.18,81.87,31.82
2396,266.94,1143.56,177.99,211.34,47.51,67.51,108.49,326.35,80.71,32.11
2397,270.47,1149.74,178.45,217.18,47.87,69.53,111.08,324.15,80.62,31.6
2398,266.29,1150.67,177.62,216.45,48.87,68.73,110.5,318.29,80.77,32.76
2399,268.43,1172.89,180.14,219.28,48.37,68.75,111.55,314.35,81.65,31.86
2400,262.92,1150.92,180.69,218.03,49.56,69.27,109.86,311.25,80.62,32.93
2401,255.98,1183.57,181.26,213.4,49.4,67.53,107.66,313.24,81.04,33.86
2402,263.98,1197.53,181.88,218.53,49.41,69.48,110.47,318.03,80.55,34.15
2403,270.18,1204.1,181.46,219.38,49.16,70.27,111.31,325.96,80.1,33.71
2404,271.73,1202.27,181.58,222.67,48.33,70.65,112.27,330.61,80.28,33.67
2405,278.02,1198.33,180.95,225.2,47.97,72.21,112.67,336.43,81.37,33.45
2406,276.12,1191.48,181.44,222.69,49.47,72.42,112.41,329.29,78.12,34.74
2407,276.94,1208.61,184.35,219.87,50.61,74.36,113.07,330.97,77.78,35.32
2408,281.87,1194.95,180.53,220.96,50.46,75.3,115.12,325.53,76.84,34.82
2409,280.71,1223.81,185.18,220.51,50.04,72.82,114.73,322.32,76.0,34.08
2410,292.72,1242.94,184.02,231.3,50.66,77.25,123.04,332.8,78.62,34.5
2411,295.62,1233.52,182.68,232.31,50.67,79.42,125.41,330.62,78.85,34.75
2412,294.61,1237.79,188.51,229.64,51.4,79.49,124.5,339.93,78.6,35.31
2413,297.0,1231.1,189.09,227.99,52.61,80.25,123.93,334.45,78.13,36.31
2414,302.53,1239.25,186.84,225.63,51.58,79.16,124.08,326.39,78.85,36.01
2415,306.16,1250.8,190.59,224.11,51.24,77.74,123.55,333.6,78.09,35.5
2416,308.34,1233.04,188.76,227.44,52.41,78.47,124.87,341.7,76.19,35.65
2417,312.27,1239.27,187.64,229.06,50.65,79.6,125.63,330.73,76.25,34.78
2418,313.24,1237.25,189.98,228.65,50.88,77.65,125.39,323.35,76.54,35.0
2419,310.95,1243.16,193.35,224.64,50.81,77.02,122.46,308.14,77.62,34.89
2420,311.52,1222.41,191.79,224.14,52.38,76.96,122.32,316.82,78.04,36.18
2421,304.0,1215.77,194.1,216.93,52.24,75.25,119.88,321.09,77.18,36.87
2422,307.85,1247.65,196.77,220.2,51.06,74.23,121.58,325.48,76.78,35.6
2423,308.01,1258.2,194.09,224.21,50.77,74.24,122.3,335.4,76.37,34.77
2424,307.71,1270.25,197.95,222.5,49.68,73.19,121.48,338.74,76.94,34.27
2425,304.81,1272.3,200.74,223.85,48.83,73.12,123.31,351.22,78.33,34.54
2426,312.56,1318.07,202.58,224.72,47.9,72.17,122.8,364.35,79.04,33.63
2427,312.76,1336.67,205.93,226.15,47.88,71.97,123.28,363.57,78.48,33.48
2428,315.26,1353.58,205.8,229.45,48.38,72.1,123.44,347.91,79.21,33.64
2429,311.33,1344.78,209.81,231.29,48.29,72.02,122.82,338.01,79.75,34.23
2430,307.33,1379.95,209.16,235.48,48.34,72.53,123.09,339.78,79.07,33.41
2431,302.55,1399.42,210.06,232.49,47.76,70.18,120.58,342.62,77.99,32.31
2432,299.14,1360.34,210.54,230.34,46.89,70.41,120.11,354.7,76.09,31.93
2433,297.72,1351.39,207.99,227.81,45.61,69.79,118.74,349.72,77.7,30.11
2434,292.11,1298.76,206.52,229.55,45.13,70.94,120.63,355.53,76.44,30.17
2435,293.52,1286.77,205.14,230.66,44.71,70.17,121.17,350.29,76.28,29.3
2436,297.88,1289.05,206.03,229.64,44.83,69.11,124.37,348.05,78.43,28.81
2437,293.55,1290.38,207.82,230.05,45.63,69.71,123.85,320.61,76.94,28.92
2438,290.95,1284.09,205.78,223.46,46.21,68.06,121.13,325.35,77.36,29.45
2439,292.23,1266.5,208.88,221.36,46.32,68.77,121.59,315.14,76.65,30.18
2440,295.3,1250.26,207.83,225.35,47.4,70.52,122.98,309.73,76.62,30.18
2441,293.92,1271.66,212.41,224.34,48.16,69.34,124.1,307.02,76.68,31.0
2442,291.91,1234.99,207.96,226.91,46.89,69.87,125.12,292.18,76.14,30.22
2443,295.12,1249.64,209.2,227.98,46.38,70.75,124.42,293.73,76.65,29.16
2444,289.39,1233.59,208.75,224.56,46.84,68.51,121.86,299.88,75.21,29.97
2445,301.36,1262.73,209.66,236.41,47.31,72.84,130.27,300.12,76.34,30.36
2446,309.93,1309.97,206.6,242.58,47.3,75.0,132.86,307.03,77.47,30.83
2447,308.65,1324.66,208.3,246.1,48.13,73.17,131.62,316.07,79.22,30.68
2448,306.38,1320.15,208.03,242.81,48.35,71.03,131.04,308.9,79.07,31.32
2449,303.84,1307.68,209.93,240.69,47.13,70.5,128.74,306.67,78.99,31.7
2450,314.96,1330.82,210.23,251.68,47.56,74.94,132.71,295.71,80.41,31.77
2451,302.03,1305.36,213.36,241.12,47.45,71.7,125.15,294.29,79.48,32.2
2452,297.15,1325.14,212.78,239.21,47.9,70.46,124.64,300.73,81.14,31.69
2453,293.68,1318.69,210.88,237.81,47.8,69.8,124.26,312.21,81.44,31.13
2454,293.02,1306.07,209.56,236.53,47.73,69.27,123.49,314.82,82.11,30.81
2455,287.92,1286.22,206.18,228.43,46.98,68.41,120.89,315.81,82.39,29.67
2456,285.43,1280.38,208.72,226.96,47.14,66.89,122.34,314.01,82.7,28.85
2457,285.55,1284.14,205.44,228.19,45.94,66.91,122.89,320.72,81.88,28.92
2458,283.96,1285.75,207.3,224.77,45.91,65.24,120.46,320.09,82.98,28.8
2459,287.4,1298.31,206.57,228.31,44.4,66.04,123.32,322.25,85.75,28.38
2460,288.39,1320.55,210.46,231.86,43.43,66.77,126.19,334.04,87.47,28.64
2461,276.5,1341.26,212.94,220.31,43.76,62.97,119.92,346.64,87.32,28.64
2462,273.51,1304.56,214.15,216.1,44.35,61.97,118.44,357.02,84.69,29.63
2463,271.97,1306.91,212.36,214.98,44.36,59.76,116.56,349.04,85.21,29.6
2464,273.24,1293.92,210.74,219.09,43.74,61.27,118.67,350.45,84.78,28.33
2465,275.03,1292.75,209.4,223.42,43.67,63.2,120.45,341.99,83.91,28.33
2466,276.13,1280.54,205.87,229.41,42.44,64.43,121.98,356.44,82.8,27.65
2467,273.45,1276.71,204.42,234.66,41.85,64.48,120.94,358.13,83.67,27.6
2468,272.67,1281.54,201.01,234.68,41.76,64.61,120.02,369.32,85.38,27.97
2469,274.54,1279.88,198.37,233.99,42.47,65.45,119.72,367.74,86.08,28.07
2470,277.91,1305.35,195.61,240.99,43.19,68.66,122.01,377.71,86.62,28.14
2471,277.06,1323.14,196.08,240.04,42.83,68.8,121.59,387.66,85.54,28.37
2472,275.45,1329.82,200.31,240.27,41.78,67.89,120.94,373.63,85.99,27.57
2473,273.82,1301.28,199.28,243.07,42.02,69.73,124.96,365.83,85.05,28.16
2474,275.23,1312.36,198.9,243.63,41.61,70.87,125.05,377.66,87.02,27.97
2475,277.22,1316.6,200.99,248.81,41.95,71.59,124.98,393.6,87.97,28.11
2476,285.21,1341.29,207.04,253.16,42.14,73.55,127.84,405.44,86.77,28.31
2477,282.04,1337.53,205.66,252.22,41.37,72.44,123.94,400.68,86.79,27.68
2478,276.47,1302.34,204.22,247.51,43.64,71.45,121.85,414.34,86.76,27.74
2479,281.75,1319.38,203.88,249.6,44.33,73.3,124.2,405.53,88.58,28.52
2480,281.58,1345.41,206.16,246.93,44.59,72.59,122.32,397.66,88.08,29.05
2481,280.87,1339.34,202.49,243.65,43.71,73.46,122.08,396.56,88.37,28.23
2482,281.8,1377.18,199.93,239.13,42.87,71.57,119.9,392.17,89.8,28.01
2483,269.58,1352.54,206.62,231.69,43.23,69.61,117.04,380.51,89.15,28.69
2484,270.0,1347.98,208.33,233.03,43.86,70.09,115.28,386.16,87.97,29.62
2485,271.44,1334.45,206.83,232.73,44.23,72.05,113.95,376.32,87.79,30.32
2486,269.9,1316.17,204.71,236.52,45.2,72.71,115.33,383.09,86.78,31.24
2487,278.43,1350.5,206.13,242.69,46.51,73.63,116.8,375.25,86.88,31.53
2488,283.91,1367.29,203.08,249.5,45.61,75.22,119.5,372.9,89.62,30.4
2489,288.65,1365.62,204.67,247.15,45.36,73.93,118.78,359.46,89.11,30.26
2490,289.89,1328.15,201.07,249.33,45.41,77.08,119.58,348.68,87.51,30.29
2491,288.29,1341.93,201.65,249.06,46.78,76.56,119.56,353.56,88.89,31.41
2492,293.41,1344.39,199.75,248.91,47.67,76.36,121.44,345.68,88.09,32.17
2493,294.76,1351.87,199.01,251.59,48.18,77.72,123.58,355.75,87.89,32.64
2494,294.74,1336.35,200.0,247.94,49.32,79.43,124.75,355.77,86.38,33.06
2495,294.42,1335.24,196.09,244.65,49.12,77.27,123.82,361.55,86.44,34.07
2496,295.05,1329.32,196.2,246.02,49.04,79.16,126.04,351.73,86.76,34.1
2497,293.17,1315.47,197.21,241.92,50.42,79.03,126.59,359.82,87.46,34.55
2498,292.93,1318.92,196.41,248.67,51.12,78.46,128.82,371.75,88.04,34.28
2499,291.02,1327.23,195.67,249.21,50.01,79.59,128.58,385.07,88.66,34.34
2500,291.24,1345.32,197.57,249.74,52.19,77.95,127.81,370.86,89.5,34.53
2501,291.89,1327.74,194.75,252.1,51.29,78.0,127.29,356.22,89.23,33.76
2502,289.97,1323.67,191.57,251.12,51.48,78.77,127.88,361.02,89.78,33.33
2503,291.26,1309.32,191.76,255.32,51.52,78.62,130.92,367.64,88.91,32.78
2504,291.15,1319.98,193.95,249.62,51.42,79.08,132.04,345.63,90.98,33.0
2505,290.72,1325.66,194.75,250.6,51.05,77.84,133.19,338.68,90.68,32.06
2506,289.28,1343.45,197.19,252.85,52.28,77.79,134.48,351.09,90.19,32.8
2507,291.09,1345.87,200.72,251.56,52.02,77.96,133.78,353.06,88.93,32.54
2508,296.49,1334.47,200.16,252.67,53.23,79.43,136.48,366.05,89.25,33.58
2509,297.22,1340.97,202.18,248.91,53.04,78.03,136.17,371.21,88.4,33.99
2510,288.9,1317.57,202.31,244.41,51.8,77.53,133.56,387.45,88.62,33.72
2511,296.35,1336.69,197.35,252.49,52.0,82.26,139.82,371.65,88.8,34.09
2512,299.44,1356.0,197.37,253.94,52.67,81.06,139.91,382.71,89.38,33.9
2513,301.78,1376.88,198.52,259.49,54.17,81.51,138.96,391.85,90.56,34.9
2514,310.17,1349.81,196.88,267.61,54.17,84.66,142.95,396.96,86.95,35.32
2515,307.08,1354.42,195.25,264.77,52.33,84.89,141.99,384.63,86.71,35.35
2516,317.31,1385.04,199.14,273.02,52.11,89.45,151.54,390.13,88.25,35.99
2517,317.2,1358.01,202.59,277.45,52.73,90.93,152.39,394.03,87.56,35.89
2518,312.31,1315.0,198.29,281.23,52.71,92.28,153.92,375.7,89.54,36.13
2519,312.45,1319.59,200.78,282.77,52.26,93.49,155.26,368.33,91.36,35.15
2520,314.02,1313.26,204.65,288.71,52.97,94.15,156.17,352.78,92.05,34.59
